HR,Name,Hours RA,Minutes RA,Seconds RA,Degrees Dec,Minutes Dec,Seconds Dec,VisualMag,B-V
790,84    Cet,02,41,13.9,-00,41,45,5.71,+0.52
791,,02,44,49.7,+67,49,29,5.95,+0.10
793,34Mu  Ari,02,42,22.0,+20,00,42,5.69,-0.02
794,Iot Eri,02,40,40.0,-39,51,20,4.11,+1.02
796,,02,41,34.0,-14,32,58,5.98,+0.43
799,13The Per,02,44,12.0,+49,13,42,4.12,+0.49
800,14    Per,02,44,05.2,+44,17,49,5.43,+0.90
801,35    Ari,02,43,27.1,+27,42,26,4.66,-0.13
802,Zet Hor,02,40,39.6,-54,33,00,5.21,+0.40
804,86Gam Cet,02,43,18.0,+03,14,09,3.47,+0.09
806,Eps Hyi,02,39,35.4,-68,16,01,4.11,-0.06
809,37Omi Ari,02,44,32.9,+15,18,42,5.77,-0.01
810,Iot Hor,02,42,33.5,-50,48,01,5.41,+0.56
811,89Pi  Cet,02,44,07.4,-13,51,31,4.25,-0.14
812,38    Ari,02,44,57.6,+12,26,45,5.18,+0.24
813,87Mu  Cet,02,44,56.5,+10,06,51,4.27,+0.31
818,1Tau1Eri,02,45,06.2,-18,34,21,4.47,+0.48
824,39    Ari,02,47,54.5,+29,14,50,4.51,+1.11
828,40    Ari,02,48,32.1,+18,17,01,5.82,+1.20
829,,02,51,58.7,+68,53,19,5.80,+0.64
830,,02,48,45.9,+25,11,17,5.86,-0.07
833,Gam Hor,02,45,27.5,-63,42,16,5.74,+0.93
834,15Eta Per,02,50,41.8,+55,53,44,3.76,+1.68
836,42Pi  Ari,02,49,17.5,+17,27,51,5.22,-0.06
837,Zet Hyi,02,45,32.6,-67,37,00,4.84,+0.06
838,41    Ari,02,49,59.0,+27,15,38,3.63,-0.10
840,16    Per,02,50,35.1,+38,19,07,4.23,+0.34
841,Bet For,02,49,05.4,-32,24,21,4.46,+0.99
842,,02,51,41.7,+46,50,31,5.88,+0.89
843,17    Per,02,51,30.8,+35,03,35,4.53,+1.56
845,Gam2For,02,49,54.2,-27,56,30,5.39,+0.02
847,43Sig Ari,02,51,29.6,+15,04,55,5.49,-0.09
848,Eta2For,02,50,14.8,-35,50,37,5.92,+0.90
850,2Tau2Eri,02,51,02.3,-21,00,15,4.75,+0.91
851,Eta3For,02,50,40.4,-35,40,34,5.47,+1.25
852,Nu  Hor,02,49,01.5,-62,48,24,5.26,+0.10
854,18Tau Per,02,54,15.5,+52,45,45,3.95,+0.74
855,20    Per,02,53,42.6,+38,20,15,5.33,+0.41
860,,02,55,56.9,+61,31,16,5.59,+0.45
862,,02,53,35.3,-22,22,35,5.95,+1.04
863,Psi For,02,53,34.4,-38,26,13,5.92,+0.44
867,45Rho2Ari,02,55,48.5,+18,19,54,5.91,+1.47
868,,02,53,52.9,-49,53,25,4.0,+2.11
869,46Rho3Ari,02,56,26.1,+18,01,23,5.63,+0.43
870,,02,56,13.8,+08,22,54,5.97,+0.48
872,Nu  Hyi,02,50,28.5,-75,04,01,4.75,+1.33
873,21    Per,02,57,17.3,+31,56,03,5.11,-0.01
874,3Eta Eri,02,56,25.7,-08,53,53,3.89,+1.11
875,,02,56,37.4,-03,42,44,5.17,+0.08
878,47    Ari,02,58,05.2,+20,40,07,5.80,+0.41
879,22Pi  Per,02,58,45.7,+39,39,46,4.70,+0.06
881,,03,06,07.8,+79,25,07,5.49,+1.57
882,24    Per,02,59,03.7,+35,10,59,4.93,+1.23
883,4    Eri,02,57,23.7,-23,51,43,5.45,+0.23
885,,02,59,49.9,+47,13,15,5.47,+0.89
886,,02,59,39.9,+41,01,59,5.89,+1.44
887,48Eps Ari,02,59,12.7,+21,20,25,4.63,+0.04
888,48Eps Ari,02,59,12.7,+21,20,25,4.63,+0.04
889,6    Eri,02,58,05.7,-23,36,22,5.84,+1.33
890,,03,00,52.2,+52,21,06,5.28,-0.05
892,,02,58,42.0,-02,46,57,5.23,0.00
896,91Lam Cet,02,59,42.9,+08,54,27,4.70,-0.12
897,The1Eri,02,58,15.7,-40,18,17,3.24,+0.14
898,The2Eri,02,58,16.3,-40,18,16,4.35,+0.08
899,5    Eri,02,59,41.2,-02,27,54,5.56,-0.08
901,Zet For,02,59,36.1,-25,16,27,5.71,+0.40
902,,03,00,44.1,+10,52,13,5.95,+1.59
905,49    Ari,03,01,54.1,+26,27,44,5.90,+0.14
906,,03,11,42.8,+81,28,14,5.95,+0.15
907,8Rho1Eri,03,01,10.0,-07,39,46,5.75,+1.05
909,Bet Hor,02,58,47.8,-64,04,17,4.99,+0.13
910,93    Cet,03,02,22.5,+04,21,10,5.61,-0.10
911,92Alp Cet,03,02,16.8,+04,05,23,2.53,+1.64
912,,03,01,56.1,-09,57,41,5.83,+1.11
914,Eps For,03,01,37.7,-28,05,30,5.89,+0.79
915,23Gam Per,03,04,47.8,+53,30,23,2.93,+0.70
917,9Rho2Eri,03,02,42.3,-07,41,07,5.32,+0.94
918,,03,05,32.4,+56,42,21,4.76,+1.02
919,11Tau3Eri,03,02,23.5,-23,37,28,4.09,+0.16
921,25Rho Per,03,05,10.6,+38,50,25,3.39,+1.65
922,,03,07,19.0,+64,03,28,5.89,-0.03
925,10Rho3Eri,03,04,16.4,-07,36,03,5.26,+0.20
929,,03,02,55.9,-46,58,30,5.82,+1.30
931,,03,06,23.7,+13,11,14,5.62,+1.08
932,,03,11,56.3,+74,23,37,4.87,+0.02
934,Mu  Hor,03,03,36.8,-59,44,16,5.11,+0.34
935,,03,06,33.5,-06,05,19,5.27,+1.60
936,26Bet Per,03,08,10.1,+40,57,20,2.12,-0.05
937,Iot Per,03,09,04.0,+49,36,48,4.05,+0.59
939,The Hyi,03,02,15.4,-71,54,09,5.53,-0.14
941,27Kap Per,03,09,29.8,+44,51,26,3.80,+0.98
944,55    Ari,03,09,36.7,+29,04,37,5.72,+0.12
947,28Ome Per,03,11,17.4,+39,36,42,4.63,+1.11
948,,03,10,38.9,+11,52,21,5.98,-0.06
951,57Del Ari,03,11,37.8,+19,43,36,4.35,+1.03
954,56    Ari,03,12,14.2,+27,15,25,5.79,-0.12
956,,03,13,24.0,+48,10,37,5.90,+0.97
958,,03,12,26.4,+06,39,39,5.56,+1.08
961,,03,20,19.7,+77,44,05,5.45,+0.19
962,94    Cet,03,12,46.4,-01,11,46,5.06,+0.57
963,Alp For,03,12,04.3,-28,59,13,3.87,+0.52
964,,03,15,48.0,+57,08,27,5.79,+0.73
965,,03,32,20.1,+84,54,40,5.61,+0.92
968,,03,12,25.8,-44,25,11,5.93,+0.44
969,,03,16,12.2,+50,56,16,5.03,+1.15
971,,03,15,20.5,+30,33,24,5.52,+0.01
972,58Zet Ari,03,14,54.1,+21,02,40,4.89,-0.01
977,,03,12,33.2,-57,19,18,5.74,+2.28
981,,03,07,32.0,-78,59,22,5.57,+0.30
982,30    Per,03,17,47.4,+44,01,30,5.47,-0.06
984,13Zet Eri,03,15,50.0,-08,49,11,4.80,+0.23
985,,03,19,59.4,+65,39,08,4.84,-0.15
986,,03,17,45.8,+39,17,00,5.96,+0.07
987,29    Per,03,18,37.8,+50,13,20,5.15,-0.06
989,31    Per,03,19,07.6,+50,05,42,5.03,-0.06
991,,03,18,43.8,+34,13,22,4.82,+1.49
992,95    Cet,03,18,22.4,-00,55,49,5.38,+1.04
993,,03,18,02.8,-28,47,49,5.91,+0.33
994,15    Eri,03,18,22.1,-22,30,41,4.88,+0.90
995,59    Ari,03,19,55.8,+27,04,16,5.90,+0.86
996,96Kap1Cet,03,19,21.7,+03,22,13,4.83,+0.68
997,,03,18,41.2,-18,33,35,5.71,+0.37
998,,03,17,26.6,-47,45,06,5.85,+1.24
999,,03,20,20.4,+29,02,54,4.47,+1.55
1001,,03,21,52.6,+49,04,15,5.93,+0.43
1002,32    Per,03,21,26.5,+43,19,46,4.95,+0.04
1003,16Tau4Eri,03,19,31.0,-21,45,28,3.69,+1.62
1004,,03,19,34.8,-24,07,23,5.61,+1.66
1005,61Tau1Ari,03,21,13.6,+21,08,49,5.28,-0.07
1006,Zet1Ret,03,17,46.2,-62,34,31,5.54,+0.64
1007,97Kap2Cet,03,21,06.8,+03,40,32,5.69,+0.97
1008,,03,19,55.7,-43,04,11,4.27,+0.71
1009,,03,24,40.5,+64,35,10,5.23,+2.08
1010,Zet2Ret,03,18,12.9,-62,30,23,5.24,+0.60
1011,,03,23,13.2,+49,12,48,5.29,-0.07
1012,62    Ari,03,22,11.9,+27,36,27,5.52,+1.10
1015,63Tau2Ari,03,22,45.2,+20,44,31,5.09,+1.24
1016,,03,21,24.0,-23,38,07,5.52,+0.88
1017,33Alp Per,03,24,19.4,+49,51,40,1.79,+0.48
1019,,03,24,29.7,+33,32,09,5.61,-0.03
1022,64    Ari,03,24,18.5,+24,43,27,5.50,+1.19
1025,Iot Hyi,03,15,57.6,-77,23,18,5.52,+0.44
1030,1Omi Tau,03,24,48.8,+09,01,44,3.60,+0.89
1034,,03,28,03.1,+49,03,46,4.98,-0.09
1035,,03,29,04.1,+59,56,25,4.21,+0.41
1037,,03,28,52.4,+49,50,54,5.58,-0.04
1038,2Xi  Tau,03,27,10.2,+09,43,58,3.74,-0.09
1040,,03,29,54.9,+58,52,43,4.54,+0.56
1041,,03,28,20.8,+33,48,27,5.61,+0.02
1044,34    Per,03,29,22.1,+49,30,32,4.67,-0.09
1045,,03,26,22.5,-27,19,03,5.93,+0.94
1046,,03,30,00.2,+55,27,07,5.09,+0.05
1050,,03,28,01.0,-11,17,12,5.73,+1.10
1051,,03,30,37.0,+48,06,13,5.82,-0.04
1052,35Sig Per,03,30,34.5,+47,59,43,4.36,+1.35
1054,Chi2For,03,27,33.4,-35,40,53,5.71,+1.29
1060,,03,29,39.1,-06,48,18,5.99,+1.02
1061,4    Tau,03,30,24.5,+11,20,11,5.14,-0.03
1062,,03,29,36.0,-12,40,29,5.59,+0.17
1063,,03,32,08.6,+48,01,25,5.47,-0.10
1064,,03,25,36.2,-69,20,11,5.96,+0.42
1065,,03,31,20.8,+27,34,19,5.96,
1066,5    Tau,03,30,52.4,+12,56,12,4.11,+1.12
1067,,03,30,45.4,+06,11,19,5.94,+0.96
1069,36    Per,03,32,26.3,+46,03,25,5.31,+0.40
1070,17    Eri,03,30,37.1,-05,04,31,4.73,-0.09
1073,,03,33,39.0,+54,58,29,5.98,+0.11
1074,,03,32,40.0,+35,27,42,5.90,-0.06
1075,,03,29,55.0,-42,38,03,5.78,+0.22
1078,,03,33,35.1,+39,53,58,5.81,+0.11
1079,6    Tau,03,32,36.0,+09,22,25,5.77,-0.08
1081,,03,30,37.0,-47,22,31,5.99,+0.11
1083,Kap Ret,03,29,22.7,-62,56,15,4.72,+0.40
1084,18Eps Eri,03,32,55.8,-09,27,30,3.73,+0.88
1086,7    Tau,03,34,26.6,+24,27,52,5.92,+0.13
1087,37Psi Per,03,36,29.4,+48,11,34,4.23,-0.06
1088,19Tau5Eri,03,33,47.3,-21,37,58,4.27,-0.11
1090,,03,32,34.8,-50,22,43,5.68,+1.10
1092,,03,30,51.6,-66,29,23,5.83,-0.06
1098,,03,35,57.7,-11,11,37,5.57,+0.91
1099,,03,36,47.3,+00,35,16,5.71,+0.92
1100,20    Eri,03,36,17.4,-17,28,01,5.23,-0.13
1101,10    Tau,03,36,52.4,+00,24,06,4.28,+0.58
1105,,03,42,09.3,+63,13,00,5.10,+1.63
1106,,03,37,05.7,-40,16,29,4.58,+1.04
1107,,04,10,01.5,+86,37,34,5.86,+0.37
1108,,03,38,29.2,-07,23,30,5.85,+0.98
1109,,03,29,58.8,-78,21,07,5.70,+0.93
1111,21    Eri,03,39,01.1,-05,37,34,5.96,+0.92
1112,,03,42,42.7,+59,58,10,5.76,+1.71
1113,,03,41,07.9,+37,34,48,5.57,-0.07
1115,12    Tau,03,39,51.1,+03,03,25,5.57,+0.94
1121,22    Eri,03,40,38.3,-05,12,38,5.53,-0.15
1122,39Del Per,03,42,55.5,+47,47,15,3.01,-0.13
1123,40    Per,03,42,22.5,+33,57,54,4.97,-0.01
1124,,03,46,00.9,+67,12,06,5.80,+0.35
1126,13    Tau,03,42,18.9,+19,42,01,5.69,-0.01
1129,,03,46,02.3,+63,20,42,4.80,+0.80
1131,38Omi Per,03,44,19.1,+32,17,18,3.83,+0.05
1133,,03,44,31.4,+36,27,36,5.59,+0.06
1134,Del For,03,42,14.9,-31,56,18,5.00,-0.16
1135,41Nu  Per,03,45,11.6,+42,34,43,3.77,+0.42
1136,23Del Eri,03,43,14.9,-09,45,48,3.54,+0.92
1138,,03,49,13.8,+70,52,16,5.44,+0.09
1139,,03,43,33.8,-10,29,08,5.60,+0.22
1140,16    Tau,03,44,48.2,+24,17,22,5.46,-0.04
1141,,03,45,59.3,+45,40,55,5.66,-0.07
1142,17    Tau,03,44,52.5,+24,06,48,3.70,-0.11
1143,,03,42,50.1,-37,18,49,4.59,+1.20
1144,18    Tau,03,45,09.7,+24,50,21,5.64,-0.07
1145,19    Tau,03,45,12.5,+24,28,02,4.30,-0.11
1146,24    Eri,03,44,30.5,-01,09,47,5.25,-0.10
1148,Gam Cam,03,50,21.5,+71,19,56,4.63,+0.03
1149,20    Tau,03,45,49.6,+24,22,04,3.87,-0.07
1150,25    Eri,03,44,56.5,-00,17,48,5.55,+1.42
1151,21    Tau,03,45,54.4,+24,33,17,5.76,-0.04
1153,29    Tau,03,45,40.4,+06,03,00,5.35,-0.12
1155,,03,49,31.2,+65,31,34,4.47,+1.88
1156,23    Tau,03,46,19.6,+23,56,54,4.18,-0.06
1158,,03,49,36.7,+63,17,50,5.85,+0.18
1159,,03,46,09.5,+06,48,11,5.91,+0.99
1162,26Pi  Eri,03,46,08.5,-12,06,06,4.42,+1.63
1165,25Eta Tau,03,47,29.1,+24,06,18,2.87,-0.09
1169,,03,45,15.8,-47,21,35,5.73,+0.96
1171,Sig For,03,46,27.4,-29,20,17,5.90,+0.12
1172,,03,48,20.9,+23,25,16,5.45,-0.07
1173,27Tau6Eri,03,46,50.9,-23,14,59,4.23,+0.42
1174,30    Tau,03,48,16.3,+11,08,36,5.07,-0.13
1175,Bet Ret,03,44,12.0,-64,48,25,3.85,+1.13
1176,,03,50,04.5,+44,58,04,5.66,+0.76
1177,42    Per,03,49,32.6,+33,05,29,5.11,+0.07
1178,27    Tau,03,49,09.7,+24,03,12,3.63,-0.09
1180,28    Tau,03,49,11.2,+24,08,12,5.09,-0.08
1181,28Tau7Eri,03,47,39.6,-23,52,29,5.24,+0.07
1182,,03,48,38.9,+00,13,40,5.91,+1.23
1184,Rho For,03,47,56.0,-30,10,04,5.54,+0.98
1187,,03,48,35.8,-20,54,11,5.81,+1.64
1188,,03,50,18.9,+25,34,46,5.26,+0.21
1189,,03,48,35.4,-37,37,20,5.40,+0.01
1190,,03,48,35.9,-37,37,14,4.73,-0.03
1191,,03,51,53.7,+34,21,33,5.77,0.00
1192,,03,53,43.3,+57,58,30,5.80,+0.18
1195,,03,49,27.3,-36,12,01,4.17,+0.95
1198,,03,53,38.7,+48,39,02,5.76,+1.05
1199,31    Tau,03,52,00.2,+06,32,05,5.67,+0.06
1201,,03,53,10.0,+17,19,37,5.97,+0.34
1202,30    Eri,03,52,41.6,-05,21,41,5.48,-0.10
1203,44Zet Per,03,54,07.9,+31,53,01,2.85,+0.12
1204,,03,57,25.5,+63,04,20,5.03,-0.09
1205,,03,57,08.3,+61,06,32,5.00,+1.45
1207,,03,55,58.2,+47,52,17,5.37,-0.08
1208,Gam Hyi,03,47,14.3,-74,14,20,3.24,+1.62
1210,43    Per,03,56,36.5,+50,41,43,5.28,+0.41
1212,32    Eri,03,54,17.5,-02,57,17,4.79,+0.94
1213,33Tau8Eri,03,53,42.6,-24,36,45,4.65,-0.13
1214,,03,53,38.9,-34,43,56,5.11,-0.13
1215,,03,56,28.7,+35,04,52,5.49,-0.03
1216,,03,53,33.3,-46,53,37,5.93,+1.24
1218,32    Tau,03,56,52.1,+22,28,41,5.63,+0.30
1219,,03,54,23.2,-40,21,26,5.71,+0.60
1220,45Eps Per,03,57,51.2,+40,00,37,2.89,-0.18
1228,46Xi  Per,03,58,57.9,+35,47,28,4.04,+0.01
1230,,04,10,02.8,+80,41,55,5.10,+0.56
1231,34Gam Eri,03,58,01.8,-13,30,31,2.95,+1.59
1232,,03,58,52.3,-05,28,12,5.83,+1.00
1235,,03,59,30.1,-12,34,27,5.60,+1.48
1238,,04,00,48.8,+18,11,38,5.89,+0.32
1239,35Lam Tau,04,00,40.8,+12,29,25,3.47,-0.12
1240,36Tau9Eri,03,59,55.5,-24,00,59,4.66,-0.13
1241,,04,06,03.1,+68,40,48,5.87,+1.54
1242,,04,04,27.2,+59,09,20,5.06,+0.50
1243,,04,01,46.1,+09,59,52,5.67,+0.02
1244,35    Eri,04,01,32.0,-01,32,59,5.28,-0.15
1246,,04,00,40.7,-30,29,27,5.93,+0.04
1247,Del Ret,03,58,44.7,-61,24,01,4.56,+1.62
1249,,04,02,36.7,-00,16,08,5.38,+0.50
1251,38Nu  Tau,04,03,09.4,+05,59,21,3.91,+0.03
1252,36    Tau,04,04,21.7,+24,06,21,5.47,+0.86
1253,40    Tau,04,03,44.6,+05,26,08,5.33,-0.08
1254,,04,03,56.6,+08,11,50,5.46,+0.37
1256,37    Tau,04,04,41.7,+22,04,55,4.36,+1.07
1257,,04,04,09.9,+02,49,37,5.36,+0.50
1261,47Lam Per,04,06,35.0,+50,21,05,4.29,+0.02
1262,39    Tau,04,05,20.2,+22,00,32,5.90,+0.62
1264,Gam Ret,04,00,53.8,-62,09,34,4.51,+1.65
1265,,04,04,22.7,-12,47,33,5.61,+1.08
1266,Iot Ret,04,01,18.2,-61,04,44,4.97,+1.42
1268,41    Tau,04,06,36.4,+27,36,00,5.20,-0.13
1269,42Psi Tau,04,07,00.5,+29,00,05,5.23,+0.34
1273,48    Per,04,08,39.7,+47,42,45,4.04,-0.03
1275,,04,05,37.4,-27,39,06,5.59,+0.31
1278,50    Per,04,08,36.6,+38,02,23,5.51,+0.46
1280,,04,07,59.4,+17,20,23,5.89,+1.50
1283,43Ome1Tau,04,09,10.0,+19,36,33,5.50,+1.07
1284,,04,09,01.6,+13,23,54,5.95,+0.05
1286,,04,10,59.0,+33,35,12,5.72,+1.44
1287,44    Tau,04,10,49.9,+26,28,51,5.41,+0.34
1288,,04,09,17.8,-16,23,09,5.37,-0.15
1289,,04,28,13.0,+83,48,28,5.57,-0.13
1290,37    Eri,04,10,22.5,-06,55,26,5.44,+0.94
1292,45    Tau,04,11,20.3,+05,31,23,5.72,+0.36
1293,,04,10,47.7,-08,49,11,5.70,+1.06
1298,38Omi1Eri,04,11,51.9,-06,50,15,4.04,+0.33
1300,,04,11,36.2,-20,21,22,5.79,+0.18
1302,Del Hor,04,10,50.6,-41,59,37,4.93,+0.33
1303,51Mu  Per,04,14,53.9,+48,24,34,4.14,+0.95
1304,,04,30,00.1,+83,20,26,5.46,+0.87
1305,,04,16,53.6,+61,51,01,5.70,-0.14
1306,52    Per,04,14,53.3,+40,29,01,4.71,+1.01
1309,46    Tau,04,13,33.1,+07,42,58,5.29,+0.36
1311,47    Tau,04,13,56.4,+09,15,49,4.84,+0.80
1313,,04,17,08.2,+57,51,38,5.71,+1.09
1314,,04,16,43.1,+53,36,43,5.19,+0.05
1315,,04,14,36.3,+10,00,40,5.22,-0.10
1317,,04,27,02.8,+80,49,27,5.43,+1.17
1318,39    Eri,04,14,23.7,-10,15,23,4.87,+1.17
1320,49Mu  Tau,04,15,32.1,+08,53,32,4.29,-0.06
1324,,04,18,14.6,+50,17,44,4.61,+0.04
1325,40Omi2Eri,04,15,16.3,-07,39,10,4.43,+0.82
1326,Alp Hor,04,14,00.1,-42,17,40,3.86,+1.10
1327,,04,20,40.3,+65,08,26,5.27,+0.81
1329,50Ome2Tau,04,17,15.6,+20,34,43,4.94,+0.26
1330,,04,19,13.3,+50,02,56,5.45,+0.22
1331,51    Tau,04,18,23.2,+21,34,45,5.65,+0.28
1332,,04,17,19.2,-06,28,19,5.94,+1.08
1333,,04,20,11.5,+50,55,15,5.55,-0.01
1335,,04,21,47.6,+60,44,08,5.39,+1.49
1336,Alp Ret,04,14,25.5,-62,28,26,3.35,+0.91
1337,,04,20,14.4,+41,48,29,5.92,+0.94
1338,Gam Dor,04,16,01.6,-51,29,12,4.25,+0.30
1339,53    Tau,04,19,26.1,+21,08,32,5.35,-0.08
1340,,04,14,48.7,-62,11,31,5.45,+1.10
1341,56    Tau,04,19,36.7,+21,46,25,5.38,-0.14
1342,,04,21,51.8,+56,30,24,5.88,
1343,54    Per,04,20,24.6,+34,34,00,4.93,+0.94
1346,54Gam Tau,04,19,47.6,+15,37,39,3.65,+0.99
1347,41Ups4Eri,04,17,53.7,-33,47,54,3.56,-0.12
1348,52Phi Tau,04,20,21.3,+27,21,03,4.95,+1.15
1350,53    Per,04,21,33.2,+46,29,56,4.85,-0.03
1351,57    Tau,04,19,57.7,+14,02,07,5.59,+0.28
1355,Eps Ret,04,16,28.9,-59,18,07,4.44,+1.08
1356,58    Tau,04,20,36.3,+15,05,43,5.26,+0.22
1360,,04,20,41.2,+06,07,51,5.77,+0.92
1363,,04,20,42.8,-07,35,33,5.85,-0.13
1364,,04,19,16.6,-44,16,05,5.34,+1.08
1366,,04,21,27.1,-00,05,53,5.86,+1.32
1367,,04,20,39.0,-20,38,23,5.38,-0.02
1368,60    Tau,04,22,03.5,+14,04,38,5.72,+0.32
1369,59Chi Tau,04,22,34.9,+25,37,45,5.37,-0.05
1370,,04,22,22.8,+20,49,17,5.91,+1.66
1372,The Ret,04,17,40.2,-63,15,20,5.87,-0.07
1373,61Del1Tau,04,22,56.1,+17,32,33,3.76,+0.98
1375,,04,23,32.4,+20,58,56,5.99,+0.03
1376,63    Tau,04,23,25.0,+16,46,38,5.64,+0.30
1377,55    Per,04,24,29.2,+34,07,50,5.73,-0.06
1379,56    Per,04,24,37.4,+33,57,35,5.76,+0.40
1380,64Del2Tau,04,24,05.8,+17,26,38,4.80,+0.15
1381,66    Tau,04,23,51.9,+09,27,39,5.12,+0.07
1383,42Xi  Eri,04,23,40.8,-03,44,44,5.17,+0.08
1384,,04,23,05.7,-24,53,32,5.83,+1.51
1385,,04,24,57.1,+19,02,30,5.98,+0.37
1387,65Kap1Tau,04,25,22.1,+22,17,38,4.22,+0.13
1388,67Kap2Tau,04,25,25.0,+22,11,59,5.28,+0.25
1389,68Del3Tau,04,25,29.4,+17,55,41,4.29,+0.05
1390,,04,26,06.3,+31,26,20,5.28,+0.97
1392,69Ups Tau,04,26,18.5,+22,48,49,4.28,+0.26
1393,43    Eri,04,24,02.2,-34,01,01,3.96,+1.49
1394,71    Tau,04,26,20.8,+15,37,06,4.49,+0.25
1395,Eta Ret,04,21,53.3,-63,23,11,5.24,+0.96
1396,73Pi  Tau,04,26,36.4,+14,42,49,4.69,+0.98
1399,72    Tau,04,27,17.5,+22,59,47,5.53,-0.10
1401,,04,33,30.7,+72,31,43,5.94,+0.30
1402,,04,27,28.8,+11,12,45,5.88,+0.05
1403,,04,28,00.8,+21,37,12,5.72,+0.27
1407,75    Tau,04,28,26.4,+16,21,35,4.97,+1.13
1408,76    Tau,04,28,23.4,+14,44,27,5.90,+0.32
1409,74Eps Tau,04,28,37.0,+19,10,49,3.53,+1.01
1411,77The1Tau,04,28,34.5,+15,57,44,3.84,+0.95
1412,78The2Tau,04,28,39.7,+15,52,15,3.40,+0.18
1414,79    Tau,04,28,50.2,+13,02,51,5.03,+0.23
1415,,04,28,32.1,+01,22,51,5.55,-0.10
1416,,04,25,05.3,-61,14,18,5.94,+1.54
1417,1    Cam,04,32,01.8,+53,54,39,5.77,+0.18
1421,,04,28,39.0,-19,27,30,5.96,+1.22
1422,80    Tau,04,30,08.6,+15,38,17,5.58,+0.32
1423,,04,29,06.9,-13,02,54,5.60,-0.23
1426,Del Men,04,17,59.1,-80,12,50,5.69,+0.84
1427,,04,30,33.7,+16,11,38,4.78,+0.17
1428,81    Tau,04,30,38.9,+15,41,31,5.48,+0.26
1430,83    Tau,04,30,37.3,+13,43,28,5.40,+0.26
1435,,04,27,45.9,-62,31,15,5.75,+1.01
1437,45    Eri,04,31,52.7,-00,02,38,4.91,+1.32
1439,,04,30,40.3,-35,39,13,5.96,+1.00
1440,,04,36,24.2,+64,15,42,5.94,-0.03
1441,,04,32,37.4,-03,12,33,5.81,-0.14
1443,Del Cae,04,30,50.1,-44,57,14,5.07,-0.19
1444,86Rho Tau,04,33,50.9,+14,50,40,4.65,+0.25
1445,,04,34,38.0,+28,57,40,5.88,-0.06
1448,,04,34,08.3,+05,34,07,5.68,+0.05
1449,46    Eri,04,33,54.8,-06,44,20,5.72,-0.13
1451,47    Eri,04,34,11.6,-08,13,53,5.11,+1.70
1452,,04,34,11.7,-08,58,13,5.26,+1.47
1453,50Ups1Eri,04,33,30.6,-29,46,00,4.51,+0.98
1454,58    Per,04,36,41.4,+41,15,53,4.25,+1.22
1456,Nu  Men,04,20,57.9,-81,34,48,5.79,+0.35
1457,87Alp Tau,04,35,55.2,+16,30,33,0.85,+1.54
1458,88    Tau,04,35,39.3,+10,09,39,4.25,+0.18
1463,48Nu  Eri,04,36,19.1,-03,21,09,3.93,-0.21
1464,52Ups2Eri,04,35,33.0,-30,33,44,3.82,+0.98
1465,Alp Dor,04,33,59.8,-55,02,42,3.27,-0.10
1466,2    Cam,04,39,58.1,+53,28,23,5.35,+0.32
1467,3    Cam,04,39,54.7,+53,04,47,5.05,+1.07
1469,,04,37,13.7,+00,59,54,5.31,-0.12
1471,,04,38,15.8,+20,41,05,5.92,-0.05
1472,89    Tau,04,38,09.4,+16,02,00,5.79,+0.31
1473,90    Tau,04,38,09.5,+12,30,39,4.27,+0.12
1474,51    Eri,04,37,36.1,-02,28,24,5.23,+0.28
1475,,04,33,34.0,-62,49,25,5.79,+1.04
1478,91Sig1Tau,04,39,09.2,+15,47,59,5.07,+0.15
1479,92Sig2Tau,04,39,16.5,+15,55,05,4.69,+0.15
1480,,04,39,06.2,+07,52,15,5.39,+0.26
1481,53    Eri,04,38,10.8,-14,18,14,3.87,+1.09
1482,,04,41,24.1,+48,18,03,5.67,-0.02
1483,,04,38,53.6,-12,07,23,5.01,+0.07
1484,93    Tau,04,40,03.4,+12,11,52,5.46,-0.12
1487,,04,39,19.7,-14,21,33,5.45,+1.06
1489,,04,41,50.3,+38,16,49,5.99,+0.57
1490,,04,41,19.8,+28,36,54,5.78,-0.03
1492,,04,36,45.6,-62,04,39,5.40,+1.58
1493,,04,43,21.6,+49,58,26,5.87,+0.02
1494,59    Per,04,42,54.3,+43,21,54,5.29,0.00
1495,,04,40,06.8,-24,28,57,5.58,+0.92
1496,54    Eri,04,40,26.5,-19,40,18,4.32,+1.61
1497,94Tau Tau,04,42,14.7,+22,57,25,4.28,-0.13
1502,Alp Cae,04,40,33.7,-41,51,50,4.45,+0.34
1503,Bet Cae,04,42,03.5,-37,08,40,5.05,+0.37
1507,,04,44,25.8,+11,08,46,5.40,+0.25
1508,56    Eri,04,44,05.3,-08,30,13,5.90,-0.11
1509,,04,43,09.3,-30,45,56,5.68,+1.41
1511,4    Cam,04,48,00.3,+56,45,26,5.30,+0.25
1513,,04,44,08.0,-18,40,00,5.53,+0.02
1514,,04,46,44.4,+40,18,46,5.97,+0.93
1516,Lam Pic,04,42,46.4,-50,28,53,5.31,+0.98
1519,,04,46,01.7,+11,42,20,5.37,+0.19
1520,57Mu  Eri,04,45,30.1,-03,15,17,4.02,-0.15
1521,,04,45,04.2,-21,17,01,5.72,+1.47
1523,,05,00,20.7,+81,11,38,5.07,+1.28
1527,,04,52,05.2,+63,30,19,5.44,+1.57
1528,,04,49,19.0,+32,35,18,5.86,+0.24
